fid,COD_SEC,Código_es,nombre_est,Latitud,Longitud
"1","01001","211",Noviciado,40.424851830000001,-3.707429184000000
"1","01001","308",Plaza de España,40.423880990000001,-3.711223119000000
"1","01001","210",Santo Domingo,40.421463320000001,-3.707895489000000
"1","01001","626",Puerta del Ángel,40.414090969999997,-3.727219548000000
"1","01001","625",Príncipe Pío,40.421239430000000,-3.719568935000000
"1","01001","307",Callao,40.420253410000001,-3.705737368000000
"1","01001","209",Ópera,40.418159860000003,-3.709342789000000
"1","01001","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000
"2","01002","211",Noviciado,40.424851830000001,-3.707429184000000
"2","01002","308",Plaza de España,40.423880990000001,-3.711223119000000
"2","01002","210",Santo Domingo,40.421463320000001,-3.707895489000000
"2","01002","307",Callao,40.420253410000001,-3.705737368000000
"2","01002","209",Ópera,40.418159860000003,-3.709342789000000
"2","01002","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000
"3","01003","211",Noviciado,40.424851830000001,-3.707429184000000
"3","01003","308",Plaza de España,40.423880990000001,-3.711223119000000
"3","01003","210",Santo Domingo,40.421463320000001,-3.707895489000000
"3","01003","112",Sol,40.416887799999998,-3.703447009000000
"3","01003","307",Callao,40.420253410000001,-3.705737368000000
"3","01003","209",Ópera,40.418159860000003,-3.709342789000000
"3","01003","111",Gran Vía,40.419845819999999,-3.701610857000000
"3","01003","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000
"4","01004","308",Plaza de España,40.423880990000001,-3.711223119000000
"4","01004","210",Santo Domingo,40.421463320000001,-3.707895489000000
"4","01004","112",Sol,40.416887799999998,-3.703447009000000
"4","01004","307",Callao,40.420253410000001,-3.705737368000000
"4","01004","209",Ópera,40.418159860000003,-3.709342789000000
"4","01004","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000
"5","01006","210",Santo Domingo,40.421463320000001,-3.707895489000000
"5","01006","112",Sol,40.416887799999998,-3.703447009000000
"5","01006","307",Callao,40.420253410000001,-3.705737368000000
"5","01006","209",Ópera,40.418159860000003,-3.709342789000000
"6","01007","112",Sol,40.416887799999998,-3.703447009000000
"6","01007","209",Ópera,40.418159860000003,-3.709342789000000
"7","01008","517",La Latina,40.411233269999997,-3.708454091000000
"7","01008","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"7","01008","112",Sol,40.416887799999998,-3.703447009000000
"7","01008","209",Ópera,40.418159860000003,-3.709342789000000
"8","01009","517",La Latina,40.411233269999997,-3.708454091000000
"8","01009","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"8","01009","209",Ópera,40.418159860000003,-3.709342789000000
"9","01011","517",La Latina,40.411233269999997,-3.708454091000000
"9","01011","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"9","01011","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"10","01012","517",La Latina,40.411233269999997,-3.708454091000000
"10","01012","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"10","01012","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"11","01013","517",La Latina,40.411233269999997,-3.708454091000000
"11","01013","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"11","01013","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"12","01014","517",La Latina,40.411233269999997,-3.708454091000000
"12","01014","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"13","01015","517",La Latina,40.411233269999997,-3.708454091000000
"13","01015","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"14","01016","517",La Latina,40.411233269999997,-3.708454091000000
"15","01018","517",La Latina,40.411233269999997,-3.708454091000000
"15","01018","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"16","01019","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"17","01020","517",La Latina,40.411233269999997,-3.708454091000000
"17","01020","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"18","01021","517",La Latina,40.411233269999997,-3.708454091000000
"18","01021","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"19","01022","520",Pirámides,40.402127129999997,-3.711935937000000
"19","01022","517",La Latina,40.411233269999997,-3.708454091000000
"19","01022","519",Acacias,40.403893390000000,-3.706639531000000
"19","01022","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"20","01023","517",La Latina,40.411233269999997,-3.708454091000000
"20","01023","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"20","01023","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"21","01024","517",La Latina,40.411233269999997,-3.708454091000000
"21","01024","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"21","01024","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"22","01025","517",La Latina,40.411233269999997,-3.708454091000000
"22","01025","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"22","01025","112",Sol,40.416887799999998,-3.703447009000000
"22","01025","114",Antón Martín,40.412449449999997,-3.699477459000000
"23","01026","517",La Latina,40.411233269999997,-3.708454091000000
"23","01026","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"23","01026","112",Sol,40.416887799999998,-3.703447009000000
"23","01026","114",Antón Martín,40.412449449999997,-3.699477459000000
"24","01027","517",La Latina,40.411233269999997,-3.708454091000000
"24","01027","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"24","01027","112",Sol,40.416887799999998,-3.703447009000000
"24","01027","114",Antón Martín,40.412449449999997,-3.699477459000000
"24","01027","305",Lavapiés,40.408450209999998,-3.700692302000000
"25","01028","517",La Latina,40.411233269999997,-3.708454091000000
"25","01028","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"25","01028","112",Sol,40.416887799999998,-3.703447009000000
"25","01028","114",Antón Martín,40.412449449999997,-3.699477459000000
"25","01028","305",Lavapiés,40.408450209999998,-3.700692302000000
"26","01029","517",La Latina,40.411233269999997,-3.708454091000000
"26","01029","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"26","01029","114",Antón Martín,40.412449449999997,-3.699477459000000
"26","01029","305",Lavapiés,40.408450209999998,-3.700692302000000
"27","01030","517",La Latina,40.411233269999997,-3.708454091000000
"27","01030","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"27","01030","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"27","01030","114",Antón Martín,40.412449449999997,-3.699477459000000
"27","01030","305",Lavapiés,40.408450209999998,-3.700692302000000
"28","01031","517",La Latina,40.411233269999997,-3.708454091000000
"28","01031","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"28","01031","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"28","01031","305",Lavapiés,40.408450209999998,-3.700692302000000
"29","01032","517",La Latina,40.411233269999997,-3.708454091000000
"29","01032","304",Embajadores,40.405099020000002,-3.702457877000000
"29","01032","519",Acacias,40.403893390000000,-3.706639531000000
"29","01032","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"29","01032","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"29","01032","305",Lavapiés,40.408450209999998,-3.700692302000000
"30","01033","517",La Latina,40.411233269999997,-3.708454091000000
"30","01033","304",Embajadores,40.405099020000002,-3.702457877000000
"30","01033","519",Acacias,40.403893390000000,-3.706639531000000
"30","01033","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"30","01033","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"30","01033","114",Antón Martín,40.412449449999997,-3.699477459000000
"30","01033","305",Lavapiés,40.408450209999998,-3.700692302000000
"31","01034","517",La Latina,40.411233269999997,-3.708454091000000
"31","01034","304",Embajadores,40.405099020000002,-3.702457877000000
"31","01034","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"31","01034","114",Antón Martín,40.412449449999997,-3.699477459000000
"31","01034","305",Lavapiés,40.408450209999998,-3.700692302000000
"32","01035","517",La Latina,40.411233269999997,-3.708454091000000
"32","01035","304",Embajadores,40.405099020000002,-3.702457877000000
"32","01035","519",Acacias,40.403893390000000,-3.706639531000000
"32","01035","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"32","01035","114",Antón Martín,40.412449449999997,-3.699477459000000
"32","01035","305",Lavapiés,40.408450209999998,-3.700692302000000
"33","01036","517",La Latina,40.411233269999997,-3.708454091000000
"33","01036","304",Embajadores,40.405099020000002,-3.702457877000000
"33","01036","519",Acacias,40.403893390000000,-3.706639531000000
"33","01036","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"33","01036","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"33","01036","305",Lavapiés,40.408450209999998,-3.700692302000000
"34","01037","517",La Latina,40.411233269999997,-3.708454091000000
"34","01037","304",Embajadores,40.405099020000002,-3.702457877000000
"34","01037","519",Acacias,40.403893390000000,-3.706639531000000
"34","01037","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"34","01037","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"34","01037","305",Lavapiés,40.408450209999998,-3.700692302000000
"35","01038","304",Embajadores,40.405099020000002,-3.702457877000000
"35","01038","519",Acacias,40.403893390000000,-3.706639531000000
"35","01038","305",Lavapiés,40.408450209999998,-3.700692302000000
"36","01039","304",Embajadores,40.405099020000002,-3.702457877000000
"36","01039","519",Acacias,40.403893390000000,-3.706639531000000
"36","01039","518",Puerta de Toledo,40.406992899999999,-3.711119930000000
"36","01039","305",Lavapiés,40.408450209999998,-3.700692302000000
"37","01040","304",Embajadores,40.405099020000002,-3.702457877000000
"37","01040","305",Lavapiés,40.408450209999998,-3.700692302000000
"38","01041","304",Embajadores,40.405099020000002,-3.702457877000000
"38","01041","114",Antón Martín,40.412449449999997,-3.699477459000000
"38","01041","305",Lavapiés,40.408450209999998,-3.700692302000000
"39","01042","304",Embajadores,40.405099020000002,-3.702457877000000
"39","01042","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"39","01042","114",Antón Martín,40.412449449999997,-3.699477459000000
"39","01042","305",Lavapiés,40.408450209999998,-3.700692302000000
"40","01043","517",La Latina,40.411233269999997,-3.708454091000000
"40","01043","304",Embajadores,40.405099020000002,-3.702457877000000
"40","01043","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"40","01043","114",Antón Martín,40.412449449999997,-3.699477459000000
"40","01043","305",Lavapiés,40.408450209999998,-3.700692302000000
"41","01045","517",La Latina,40.411233269999997,-3.708454091000000
"41","01045","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"41","01045","112",Sol,40.416887799999998,-3.703447009000000
"41","01045","114",Antón Martín,40.412449449999997,-3.699477459000000
"41","01045","305",Lavapiés,40.408450209999998,-3.700692302000000
"42","01046","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"42","01046","114",Antón Martín,40.412449449999997,-3.699477459000000
"42","01046","305",Lavapiés,40.408450209999998,-3.700692302000000
"43","01047","517",La Latina,40.411233269999997,-3.708454091000000
"43","01047","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"43","01047","114",Antón Martín,40.412449449999997,-3.699477459000000
"43","01047","305",Lavapiés,40.408450209999998,-3.700692302000000
"44","01048","304",Embajadores,40.405099020000002,-3.702457877000000
"44","01048","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"44","01048","114",Antón Martín,40.412449449999997,-3.699477459000000
"44","01048","305",Lavapiés,40.408450209999998,-3.700692302000000
"45","01049","304",Embajadores,40.405099020000002,-3.702457877000000
"45","01049","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"45","01049","114",Antón Martín,40.412449449999997,-3.699477459000000
"45","01049","305",Lavapiés,40.408450209999998,-3.700692302000000
"46","01050","304",Embajadores,40.405099020000002,-3.702457877000000
"46","01050","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"46","01050","114",Antón Martín,40.412449449999997,-3.699477459000000
"46","01050","305",Lavapiés,40.408450209999998,-3.700692302000000
"47","01051","304",Embajadores,40.405099020000002,-3.702457877000000
"47","01051","115",Estación del Arte,40.409084309999997,-3.692432724000000
"47","01051","114",Antón Martín,40.412449449999997,-3.699477459000000
"47","01051","305",Lavapiés,40.408450209999998,-3.700692302000000
"48","01053","115",Estación del Arte,40.409084309999997,-3.692432724000000
"48","01053","114",Antón Martín,40.412449449999997,-3.699477459000000
"48","01053","305",Lavapiés,40.408450209999998,-3.700692302000000
"49","01054","304",Embajadores,40.405099020000002,-3.702457877000000
"49","01054","115",Estación del Arte,40.409084309999997,-3.692432724000000
"49","01054","114",Antón Martín,40.412449449999997,-3.699477459000000
"49","01054","305",Lavapiés,40.408450209999998,-3.700692302000000
"50","01055","304",Embajadores,40.405099020000002,-3.702457877000000
"50","01055","115",Estación del Arte,40.409084309999997,-3.692432724000000
"50","01055","305",Lavapiés,40.408450209999998,-3.700692302000000
"51","01056","304",Embajadores,40.405099020000002,-3.702457877000000
"51","01056","303",Palos de la Frontera,40.403022710000002,-3.693943015000000
"51","01056","115",Estación del Arte,40.409084309999997,-3.692432724000000
"51","01056","305",Lavapiés,40.408450209999998,-3.700692302000000
"52","01057","304",Embajadores,40.405099020000002,-3.702457877000000
"52","01057","303",Palos de la Frontera,40.403022710000002,-3.693943015000000
"52","01057","116",Atocha-Renfe,40.406962370000002,-3.689091514000000
"52","01057","115",Estación del Arte,40.409084309999997,-3.692432724000000
"52","01057","305",Lavapiés,40.408450209999998,-3.700692302000000
"53","01058","116",Atocha-Renfe,40.406962370000002,-3.689091514000000
"53","01058","115",Estación del Arte,40.409084309999997,-3.692432724000000
"53","01058","114",Antón Martín,40.412449449999997,-3.699477459000000
"53","01058","305",Lavapiés,40.408450209999998,-3.700692302000000
"54","01059","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"54","01059","115",Estación del Arte,40.409084309999997,-3.692432724000000
"54","01059","114",Antón Martín,40.412449449999997,-3.699477459000000
"54","01059","305",Lavapiés,40.408450209999998,-3.700692302000000
"55","01061","115",Estación del Arte,40.409084309999997,-3.692432724000000
"55","01061","114",Antón Martín,40.412449449999997,-3.699477459000000
"55","01061","305",Lavapiés,40.408450209999998,-3.700692302000000
"56","01062","116",Atocha-Renfe,40.406962370000002,-3.689091514000000
"56","01062","115",Estación del Arte,40.409084309999997,-3.692432724000000
"56","01062","114",Antón Martín,40.412449449999997,-3.699477459000000
"57","01063","115",Estación del Arte,40.409084309999997,-3.692432724000000
"57","01063","114",Antón Martín,40.412449449999997,-3.699477459000000
"58","01064","115",Estación del Arte,40.409084309999997,-3.692432724000000
"58","01064","114",Antón Martín,40.412449449999997,-3.699477459000000
"59","01065","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"59","01065","112",Sol,40.416887799999998,-3.703447009000000
"59","01065","114",Antón Martín,40.412449449999997,-3.699477459000000
"59","01065","207",Sevilla,40.418039319999998,-3.699202480000000
"60","01066","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"60","01066","115",Estación del Arte,40.409084309999997,-3.692432724000000
"60","01066","114",Antón Martín,40.412449449999997,-3.699477459000000
"60","01066","305",Lavapiés,40.408450209999998,-3.700692302000000
"61","01067","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"61","01067","112",Sol,40.416887799999998,-3.703447009000000
"61","01067","114",Antón Martín,40.412449449999997,-3.699477459000000
"61","01067","305",Lavapiés,40.408450209999998,-3.700692302000000
"61","01067","207",Sevilla,40.418039319999998,-3.699202480000000
"62","01068","206",Banco de España,40.419247949999999,-3.694081714000000
"62","01068","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"62","01068","112",Sol,40.416887799999998,-3.703447009000000
"62","01068","114",Antón Martín,40.412449449999997,-3.699477459000000
"62","01068","207",Sevilla,40.418039319999998,-3.699202480000000
"63","01069","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"63","01069","112",Sol,40.416887799999998,-3.703447009000000
"63","01069","114",Antón Martín,40.412449449999997,-3.699477459000000
"63","01069","111",Gran Vía,40.419845819999999,-3.701610857000000
"63","01069","207",Sevilla,40.418039319999998,-3.699202480000000
"64","01071","206",Banco de España,40.419247949999999,-3.694081714000000
"64","01071","114",Antón Martín,40.412449449999997,-3.699477459000000
"64","01071","207",Sevilla,40.418039319999998,-3.699202480000000
"65","01072","513",Chueca,40.422634100000003,-3.697713186000000
"65","01072","206",Banco de España,40.419247949999999,-3.694081714000000
"65","01072","113",Tirso de Molina,40.412372329999997,-3.704292531000000
"65","01072","112",Sol,40.416887799999998,-3.703447009000000
"65","01072","114",Antón Martín,40.412449449999997,-3.699477459000000
"65","01072","111",Gran Vía,40.419845819999999,-3.701610857000000
"65","01072","207",Sevilla,40.418039319999998,-3.699202480000000
"66","01073","405",Colón,40.425428590000003,-3.690991396000000
"66","01073","513",Chueca,40.422634100000003,-3.697713186000000
"66","01073","206",Banco de España,40.419247949999999,-3.694081714000000
"66","01073","404",Alonso Martínez,40.427781899999999,-3.695942039000000
"66","01073","406",Serrano,40.425356440000002,-3.686667785000000
"66","01073","207",Sevilla,40.418039319999998,-3.699202480000000
"67","01074","513",Chueca,40.422634100000003,-3.697713186000000
"67","01074","206",Banco de España,40.419247949999999,-3.694081714000000
"67","01074","112",Sol,40.416887799999998,-3.703447009000000
"67","01074","307",Callao,40.420253410000001,-3.705737368000000
"67","01074","111",Gran Vía,40.419845819999999,-3.701610857000000
"67","01074","207",Sevilla,40.418039319999998,-3.699202480000000
"68","01075","513",Chueca,40.422634100000003,-3.697713186000000
"68","01075","112",Sol,40.416887799999998,-3.703447009000000
"68","01075","307",Callao,40.420253410000001,-3.705737368000000
"68","01075","111",Gran Vía,40.419845819999999,-3.701610857000000
"68","01075","110",Tribunal,40.426155330000000,-3.701194933000000
"68","01075","207",Sevilla,40.418039319999998,-3.699202480000000
"69","01076","513",Chueca,40.422634100000003,-3.697713186000000
"69","01076","206",Banco de España,40.419247949999999,-3.694081714000000
"69","01076","307",Callao,40.420253410000001,-3.705737368000000
"69","01076","111",Gran Vía,40.419845819999999,-3.701610857000000
"69","01076","110",Tribunal,40.426155330000000,-3.701194933000000
"69","01076","207",Sevilla,40.418039319999998,-3.699202480000000
"70","01077","513",Chueca,40.422634100000003,-3.697713186000000
"70","01077","206",Banco de España,40.419247949999999,-3.694081714000000
"70","01077","111",Gran Vía,40.419845819999999,-3.701610857000000
"70","01077","110",Tribunal,40.426155330000000,-3.701194933000000
"70","01077","207",Sevilla,40.418039319999998,-3.699202480000000
"71","01079","405",Colón,40.425428590000003,-3.690991396000000
"71","01079","513",Chueca,40.422634100000003,-3.697713186000000
"71","01079","206",Banco de España,40.419247949999999,-3.694081714000000
"71","01079","404",Alonso Martínez,40.427781899999999,-3.695942039000000
"71","01079","111",Gran Vía,40.419845819999999,-3.701610857000000
"71","01079","110",Tribunal,40.426155330000000,-3.701194933000000
"72","01081","513",Chueca,40.422634100000003,-3.697713186000000
"72","01081","206",Banco de España,40.419247949999999,-3.694081714000000
"72","01081","404",Alonso Martínez,40.427781899999999,-3.695942039000000
"72","01081","111",Gran Vía,40.419845819999999,-3.701610857000000
"72","01081","110",Tribunal,40.426155330000000,-3.701194933000000
"72","01081","207",Sevilla,40.418039319999998,-3.699202480000000
"73","01082","405",Colón,40.425428590000003,-3.690991396000000
"73","01082","513",Chueca,40.422634100000003,-3.697713186000000
"73","01082","109",Bilbao,40.429045690000002,-3.702149140000000
"73","01082","404",Alonso Martínez,40.427781899999999,-3.695942039000000
"73","01082","111",Gran Vía,40.419845819999999,-3.701610857000000
"73","01082","110",Tribunal,40.426155330000000,-3.701194933000000
"74","01084","405",Colón,40.425428590000003,-3.690991396000000
"74","01084","513",Chueca,40.422634100000003,-3.697713186000000
"74","01084","206",Banco de España,40.419247949999999,-3.694081714000000
"74","01084","404",Alonso Martínez,40.427781899999999,-3.695942039000000
"74","01084","406",Serrano,40.425356440000002,-3.686667785000000
"74","01084","110",Tribunal,40.426155330000000,-3.701194933000000
"75","01087","405",Colón,40.425428590000003,-3.690991396000000
"75","01087","513",Chueca,40.422634100000003,-3.697713186000000
"75","01087","109",Bilbao,40.429045690000002,-3.702149140000000
"75","01087","404",Alonso Martínez,40.427781899999999,-3.695942039000000
"75","01087","110",Tribunal,40.426155330000000,-3.701194933000000
"76","01088","513",Chueca,40.422634100000003,-3.697713186000000
"76","01088","212",San Bernardo,40.429626380000002,-3.705794654000000
"76","01088","109",Bilbao,40.429045690000002,-3.702149140000000
"76","01088","404",Alonso Martínez,40.427781899999999,-3.695942039000000
"76","01088","110",Tribunal,40.426155330000000,-3.701194933000000
"77","01089","212",San Bernardo,40.429626380000002,-3.705794654000000
"77","01089","109",Bilbao,40.429045690000002,-3.702149140000000
"77","01089","404",Alonso Martínez,40.427781899999999,-3.695942039000000
"77","01089","110",Tribunal,40.426155330000000,-3.701194933000000
"78","01090","211",Noviciado,40.424851830000001,-3.707429184000000
"78","01090","213",Quevedo,40.433418529999997,-3.704332609000000
"78","01090","212",San Bernardo,40.429626380000002,-3.705794654000000
"78","01090","109",Bilbao,40.429045690000002,-3.702149140000000
"78","01090","404",Alonso Martínez,40.427781899999999,-3.695942039000000
"78","01090","110",Tribunal,40.426155330000000,-3.701194933000000
"79","01091","211",Noviciado,40.424851830000001,-3.707429184000000
"79","01091","213",Quevedo,40.433418529999997,-3.704332609000000
"79","01091","212",San Bernardo,40.429626380000002,-3.705794654000000
"79","01091","109",Bilbao,40.429045690000002,-3.702149140000000
"79","01091","110",Tribunal,40.426155330000000,-3.701194933000000
"80","01092","211",Noviciado,40.424851830000001,-3.707429184000000
"80","01092","212",San Bernardo,40.429626380000002,-3.705794654000000
"80","01092","109",Bilbao,40.429045690000002,-3.702149140000000
"80","01092","110",Tribunal,40.426155330000000,-3.701194933000000
"81","01093","211",Noviciado,40.424851830000001,-3.707429184000000
"81","01093","513",Chueca,40.422634100000003,-3.697713186000000
"81","01093","212",San Bernardo,40.429626380000002,-3.705794654000000
"81","01093","109",Bilbao,40.429045690000002,-3.702149140000000
"81","01093","404",Alonso Martínez,40.427781899999999,-3.695942039000000
"81","01093","110",Tribunal,40.426155330000000,-3.701194933000000
"82","01094","211",Noviciado,40.424851830000001,-3.707429184000000
"82","01094","210",Santo Domingo,40.421463320000001,-3.707895489000000
"82","01094","513",Chueca,40.422634100000003,-3.697713186000000
"82","01094","109",Bilbao,40.429045690000002,-3.702149140000000
"82","01094","404",Alonso Martínez,40.427781899999999,-3.695942039000000
"82","01094","307",Callao,40.420253410000001,-3.705737368000000
"82","01094","111",Gran Vía,40.419845819999999,-3.701610857000000
"82","01094","110",Tribunal,40.426155330000000,-3.701194933000000
"83","01095","211",Noviciado,40.424851830000001,-3.707429184000000
"83","01095","210",Santo Domingo,40.421463320000001,-3.707895489000000
"83","01095","513",Chueca,40.422634100000003,-3.697713186000000
"83","01095","307",Callao,40.420253410000001,-3.705737368000000
"83","01095","111",Gran Vía,40.419845819999999,-3.701610857000000
"83","01095","110",Tribunal,40.426155330000000,-3.701194933000000
"83","01095","207",Sevilla,40.418039319999998,-3.699202480000000
"84","01096","211",Noviciado,40.424851830000001,-3.707429184000000
"84","01096","210",Santo Domingo,40.421463320000001,-3.707895489000000
"84","01096","513",Chueca,40.422634100000003,-3.697713186000000
"84","01096","307",Callao,40.420253410000001,-3.705737368000000
"84","01096","111",Gran Vía,40.419845819999999,-3.701610857000000
"84","01096","110",Tribunal,40.426155330000000,-3.701194933000000
"85","01097","211",Noviciado,40.424851830000001,-3.707429184000000
"85","01097","210",Santo Domingo,40.421463320000001,-3.707895489000000
"85","01097","513",Chueca,40.422634100000003,-3.697713186000000
"85","01097","109",Bilbao,40.429045690000002,-3.702149140000000
"85","01097","307",Callao,40.420253410000001,-3.705737368000000
"85","01097","111",Gran Vía,40.419845819999999,-3.701610857000000
"85","01097","110",Tribunal,40.426155330000000,-3.701194933000000
"86","01098","211",Noviciado,40.424851830000001,-3.707429184000000
"86","01098","308",Plaza de España,40.423880990000001,-3.711223119000000
"86","01098","210",Santo Domingo,40.421463320000001,-3.707895489000000
"86","01098","212",San Bernardo,40.429626380000002,-3.705794654000000
"86","01098","109",Bilbao,40.429045690000002,-3.702149140000000
"86","01098","307",Callao,40.420253410000001,-3.705737368000000
"86","01098","110",Tribunal,40.426155330000000,-3.701194933000000
"86","01098","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000
"87","01099","211",Noviciado,40.424851830000001,-3.707429184000000
"87","01099","308",Plaza de España,40.423880990000001,-3.711223119000000
"87","01099","210",Santo Domingo,40.421463320000001,-3.707895489000000
"87","01099","212",San Bernardo,40.429626380000002,-3.705794654000000
"87","01099","109",Bilbao,40.429045690000002,-3.702149140000000
"87","01099","307",Callao,40.420253410000001,-3.705737368000000
"87","01099","110",Tribunal,40.426155330000000,-3.701194933000000
"87","01099","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000
"88","01100","211",Noviciado,40.424851830000001,-3.707429184000000
"88","01100","308",Plaza de España,40.423880990000001,-3.711223119000000
"88","01100","210",Santo Domingo,40.421463320000001,-3.707895489000000
"88","01100","212",San Bernardo,40.429626380000002,-3.705794654000000
"88","01100","109",Bilbao,40.429045690000002,-3.702149140000000
"88","01100","110",Tribunal,40.426155330000000,-3.701194933000000
"88","01100","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000
"89","01101","211",Noviciado,40.424851830000001,-3.707429184000000
"89","01101","513",Chueca,40.422634100000003,-3.697713186000000
"89","01101","212",San Bernardo,40.429626380000002,-3.705794654000000
"89","01101","109",Bilbao,40.429045690000002,-3.702149140000000
"89","01101","110",Tribunal,40.426155330000000,-3.701194933000000
"90","01102","211",Noviciado,40.424851830000001,-3.707429184000000
"90","01102","308",Plaza de España,40.423880990000001,-3.711223119000000
"90","01102","212",San Bernardo,40.429626380000002,-3.705794654000000
"90","01102","109",Bilbao,40.429045690000002,-3.702149140000000
"90","01102","110",Tribunal,40.426155330000000,-3.701194933000000
"90","01102","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000
"91","01103","211",Noviciado,40.424851830000001,-3.707429184000000
"91","01103","213",Quevedo,40.433418529999997,-3.704332609000000
"91","01103","212",San Bernardo,40.429626380000002,-3.705794654000000
"91","01103","109",Bilbao,40.429045690000002,-3.702149140000000
"91","01103","110",Tribunal,40.426155330000000,-3.701194933000000
"92","01104","211",Noviciado,40.424851830000001,-3.707429184000000
"92","01104","308",Plaza de España,40.423880990000001,-3.711223119000000
"92","01104","212",San Bernardo,40.429626380000002,-3.705794654000000
"92","01104","109",Bilbao,40.429045690000002,-3.702149140000000
"92","01104","110",Tribunal,40.426155330000000,-3.701194933000000
"92","01104","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000
"93","01105","211",Noviciado,40.424851830000001,-3.707429184000000
"93","01105","308",Plaza de España,40.423880990000001,-3.711223119000000
"93","01105","212",San Bernardo,40.429626380000002,-3.705794654000000
"93","01105","109",Bilbao,40.429045690000002,-3.702149140000000
"93","01105","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000
"94","01106","211",Noviciado,40.424851830000001,-3.707429184000000
"94","01106","213",Quevedo,40.433418529999997,-3.704332609000000
"94","01106","212",San Bernardo,40.429626380000002,-3.705794654000000
"94","01106","109",Bilbao,40.429045690000002,-3.702149140000000
"95","01107","211",Noviciado,40.424851830000001,-3.707429184000000
"95","01107","308",Plaza de España,40.423880990000001,-3.711223119000000
"95","01107","311",Moncloa,40.434534110000001,-3.719101492000000
"95","01107","310",Argüelles,40.430570779999996,-3.716053557000000
"95","01107","212",San Bernardo,40.429626380000002,-3.705794654000000
"95","01107","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000
"96","01108","211",Noviciado,40.424851830000001,-3.707429184000000
"96","01108","308",Plaza de España,40.423880990000001,-3.711223119000000
"96","01108","210",Santo Domingo,40.421463320000001,-3.707895489000000
"96","01108","310",Argüelles,40.430570779999996,-3.716053557000000
"96","01108","212",San Bernardo,40.429626380000002,-3.705794654000000
"96","01108","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000
