fid,COD_SEC,Código_es,nombre_est,Latitud,Longitud,area_trocito,porcentaje
"1","01001","211",Noviciado,40.424851830000001,-3.707429184000000,9320.577,0.012
"1","01001","308",Plaza de España,40.423880990000001,-3.711223119000000,78752.092,0.100
"1","01001","210",Santo Domingo,40.421463320000001,-3.707895489000000,79206.390,0.101
"1","01001","626",Puerta del Ángel,40.414090969999997,-3.727219548000000,28959.473,0.037
"1","01001","625",Príncipe Pío,40.421239430000000,-3.719568935000000,219019.194,0.279
"1","01001","209",Ópera,40.418159860000003,-3.709342789000000,196625.316,0.250
"1","01001","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000,78752.092,0.100
"2","01002","211",Noviciado,40.424851830000001,-3.707429184000000,23942.937,0.030
"2","01002","308",Plaza de España,40.423880990000001,-3.711223119000000,27581.716,0.035
"2","01002","210",Santo Domingo,40.421463320000001,-3.707895489000000,27581.716,0.035
"2","01002","307",Callao,40.420253410000001,-3.705737368000000,19479.584,0.025
"2","01002","209",Ópera,40.418159860000003,-3.709342789000000,22722.247,0.029
"2","01002","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000,27581.716,0.035
"3","01003","211",Noviciado,40.424851830000001,-3.707429184000000,45455.890,0.058
"3","01003","308",Plaza de España,40.423880990000001,-3.711223119000000,53288.479,0.068
"3","01003","210",Santo Domingo,40.421463320000001,-3.707895489000000,72555.540,0.092
"3","01003","307",Callao,40.420253410000001,-3.705737368000000,72555.540,0.092
"3","01003","209",Ópera,40.418159860000003,-3.709342789000000,71217.001,0.091
"3","01003","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000,53288.479,0.068
"4","01004","308",Plaza de España,40.423880990000001,-3.711223119000000,22240.447,0.028
"4","01004","210",Santo Domingo,40.421463320000001,-3.707895489000000,52992.184,0.067
"4","01004","307",Callao,40.420253410000001,-3.705737368000000,49584.432,0.063
"4","01004","209",Ópera,40.418159860000003,-3.709342789000000,52992.184,0.067
"4","01004","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000,22240.447,0.028
"5","01006","210",Santo Domingo,40.421463320000001,-3.707895489000000,21510.293,0.027
"5","01006","112",Sol,40.416887799999998,-3.703447009000000,14850.975,0.019
"5","01006","307",Callao,40.420253410000001,-3.705737368000000,23698.547,0.030
"5","01006","209",Ópera,40.418159860000003,-3.709342789000000,49241.812,0.063
"6","01007","209",Ópera,40.418159860000003,-3.709342789000000,21995.376,0.028
"7","01008","517",La Latina,40.411233269999997,-3.708454091000000,26323.896,0.034
"7","01008","113",Tirso de Molina,40.412372329999997,-3.704292531000000,15691.041,0.020
"7","01008","209",Ópera,40.418159860000003,-3.709342789000000,28114.785,0.036
"8","01009","517",La Latina,40.411233269999997,-3.708454091000000,53024.179,0.068
"8","01009","113",Tirso de Molina,40.412372329999997,-3.704292531000000,14466.831,0.018
"8","01009","209",Ópera,40.418159860000003,-3.709342789000000,44429.799,0.057
"9","01011","517",La Latina,40.411233269999997,-3.708454091000000,47033.722,0.060
"9","01011","113",Tirso de Molina,40.412372329999997,-3.704292531000000,16495.460,0.021
"10","01012","517",La Latina,40.411233269999997,-3.708454091000000,25491.395,0.032
"10","01012","113",Tirso de Molina,40.412372329999997,-3.704292531000000,24582.869,0.031
"11","01013","517",La Latina,40.411233269999997,-3.708454091000000,32062.785,0.041
"11","01013","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,30832.993,0.039
"11","01013","113",Tirso de Molina,40.412372329999997,-3.704292531000000,10248.692,0.013
"12","01014","517",La Latina,40.411233269999997,-3.708454091000000,27956.678,0.036
"12","01014","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,27931.242,0.036
"13","01015","517",La Latina,40.411233269999997,-3.708454091000000,40903.716,0.052
"13","01015","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,14094.354,0.018
"14","01016","517",La Latina,40.411233269999997,-3.708454091000000,24227.761,0.031
"15","01018","517",La Latina,40.411233269999997,-3.708454091000000,10864.800,0.014
"15","01018","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,21872.592,0.028
"16","01019","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,19658.446,0.025
"17","01020","517",La Latina,40.411233269999997,-3.708454091000000,21974.421,0.028
"17","01020","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,37800.325,0.048
"18","01021","517",La Latina,40.411233269999997,-3.708454091000000,33159.364,0.042
"18","01021","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,53500.436,0.068
"19","01022","517",La Latina,40.411233269999997,-3.708454091000000,33067.605,0.042
"19","01022","519",Acacias,40.403893390000000,-3.706639531000000,25383.795,0.032
"19","01022","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,45692.779,0.058
"20","01023","517",La Latina,40.411233269999997,-3.708454091000000,22609.318,0.029
"20","01023","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,22609.318,0.029
"21","01024","517",La Latina,40.411233269999997,-3.708454091000000,19929.732,0.025
"21","01024","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,17900.392,0.023
"21","01024","113",Tirso de Molina,40.412372329999997,-3.704292531000000,19929.732,0.025
"22","01025","517",La Latina,40.411233269999997,-3.708454091000000,40466.864,0.052
"22","01025","113",Tirso de Molina,40.412372329999997,-3.704292531000000,40466.864,0.052
"23","01026","517",La Latina,40.411233269999997,-3.708454091000000,45881.265,0.058
"23","01026","113",Tirso de Molina,40.412372329999997,-3.704292531000000,50593.083,0.064
"23","01026","112",Sol,40.416887799999998,-3.703447009000000,49642.361,0.063
"23","01026","114",Antón Martín,40.412449449999997,-3.699477459000000,31939.169,0.041
"24","01027","113",Tirso de Molina,40.412372329999997,-3.704292531000000,34143.140,0.043
"24","01027","112",Sol,40.416887799999998,-3.703447009000000,23652.876,0.030
"24","01027","114",Antón Martín,40.412449449999997,-3.699477459000000,34143.140,0.043
"24","01027","305",Lavapiés,40.408450209999998,-3.700692302000000,16055.049,0.020
"25","01028","517",La Latina,40.411233269999997,-3.708454091000000,35298.954,0.045
"25","01028","113",Tirso de Molina,40.412372329999997,-3.704292531000000,35298.954,0.045
"25","01028","114",Antón Martín,40.412449449999997,-3.699477459000000,22324.075,0.028
"25","01028","305",Lavapiés,40.408450209999998,-3.700692302000000,18375.103,0.023
"26","01029","517",La Latina,40.411233269999997,-3.708454091000000,22205.920,0.028
"26","01029","113",Tirso de Molina,40.412372329999997,-3.704292531000000,22205.920,0.028
"26","01029","305",Lavapiés,40.408450209999998,-3.700692302000000,11828.726,0.015
"27","01030","517",La Latina,40.411233269999997,-3.708454091000000,17827.107,0.023
"27","01030","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,8107.618,0.010
"27","01030","113",Tirso de Molina,40.412372329999997,-3.704292531000000,17826.141,0.023
"27","01030","305",Lavapiés,40.408450209999998,-3.700692302000000,13275.909,0.017
"28","01031","517",La Latina,40.411233269999997,-3.708454091000000,28954.306,0.037
"28","01031","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,23289.280,0.030
"28","01031","113",Tirso de Molina,40.412372329999997,-3.704292531000000,23224.686,0.030
"29","01032","517",La Latina,40.411233269999997,-3.708454091000000,34320.406,0.044
"29","01032","304",Embajadores,40.405099020000002,-3.702457877000000,32001.951,0.041
"29","01032","519",Acacias,40.403893390000000,-3.706639531000000,56620.031,0.072
"29","01032","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,58373.441,0.074
"30","01033","517",La Latina,40.411233269999997,-3.708454091000000,18095.143,0.023
"30","01033","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,9122.580,0.012
"30","01033","113",Tirso de Molina,40.412372329999997,-3.704292531000000,15031.519,0.019
"30","01033","305",Lavapiés,40.408450209999998,-3.700692302000000,14139.495,0.018
"31","01034","517",La Latina,40.411233269999997,-3.708454091000000,14787.227,0.019
"31","01034","304",Embajadores,40.405099020000002,-3.702457877000000,11167.841,0.014
"31","01034","113",Tirso de Molina,40.412372329999997,-3.704292531000000,22782.250,0.029
"31","01034","114",Antón Martín,40.412449449999997,-3.699477459000000,18163.922,0.023
"31","01034","305",Lavapiés,40.408450209999998,-3.700692302000000,22782.250,0.029
"32","01035","517",La Latina,40.411233269999997,-3.708454091000000,12044.877,0.015
"32","01035","304",Embajadores,40.405099020000002,-3.702457877000000,30138.682,0.038
"32","01035","113",Tirso de Molina,40.412372329999997,-3.704292531000000,21817.985,0.028
"32","01035","305",Lavapiés,40.408450209999998,-3.700692302000000,30437.446,0.039
"33","01036","517",La Latina,40.411233269999997,-3.708454091000000,16562.459,0.021
"33","01036","304",Embajadores,40.405099020000002,-3.702457877000000,16686.540,0.021
"33","01036","519",Acacias,40.403893390000000,-3.706639531000000,10896.961,0.014
"33","01036","113",Tirso de Molina,40.412372329999997,-3.704292531000000,10579.211,0.013
"33","01036","305",Lavapiés,40.408450209999998,-3.700692302000000,16686.540,0.021
"34","01037","304",Embajadores,40.405099020000002,-3.702457877000000,15779.548,0.020
"34","01037","519",Acacias,40.403893390000000,-3.706639531000000,15779.548,0.020
"34","01037","305",Lavapiés,40.408450209999998,-3.700692302000000,15770.209,0.020
"35","01038","304",Embajadores,40.405099020000002,-3.702457877000000,13487.732,0.017
"35","01038","305",Lavapiés,40.408450209999998,-3.700692302000000,13487.732,0.017
"36","01039","304",Embajadores,40.405099020000002,-3.702457877000000,81325.020,0.104
"36","01039","519",Acacias,40.403893390000000,-3.706639531000000,71275.431,0.091
"36","01039","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,10569.277,0.013
"36","01039","305",Lavapiés,40.408450209999998,-3.700692302000000,73474.747,0.094
"37","01040","304",Embajadores,40.405099020000002,-3.702457877000000,12879.373,0.016
"37","01040","305",Lavapiés,40.408450209999998,-3.700692302000000,12879.373,0.016
"38","01041","304",Embajadores,40.405099020000002,-3.702457877000000,18422.542,0.023
"38","01041","305",Lavapiés,40.408450209999998,-3.700692302000000,18422.542,0.023
"39","01042","304",Embajadores,40.405099020000002,-3.702457877000000,16385.276,0.021
"39","01042","113",Tirso de Molina,40.412372329999997,-3.704292531000000,7514.121,0.010
"39","01042","114",Antón Martín,40.412449449999997,-3.699477459000000,10088.593,0.013
"39","01042","305",Lavapiés,40.408450209999998,-3.700692302000000,16385.276,0.021
"40","01043","517",La Latina,40.411233269999997,-3.708454091000000,8007.272,0.010
"40","01043","113",Tirso de Molina,40.412372329999997,-3.704292531000000,14333.692,0.018
"40","01043","114",Antón Martín,40.412449449999997,-3.699477459000000,14333.692,0.018
"40","01043","305",Lavapiés,40.408450209999998,-3.700692302000000,14333.692,0.018
"41","01045","113",Tirso de Molina,40.412372329999997,-3.704292531000000,27288.246,0.035
"41","01045","114",Antón Martín,40.412449449999997,-3.699477459000000,27288.246,0.035
"41","01045","305",Lavapiés,40.408450209999998,-3.700692302000000,27288.246,0.035
"42","01046","113",Tirso de Molina,40.412372329999997,-3.704292531000000,18330.717,0.023
"42","01046","114",Antón Martín,40.412449449999997,-3.699477459000000,22916.770,0.029
"42","01046","305",Lavapiés,40.408450209999998,-3.700692302000000,22916.770,0.029
"43","01047","517",La Latina,40.411233269999997,-3.708454091000000,8937.568,0.011
"43","01047","113",Tirso de Molina,40.412372329999997,-3.704292531000000,30550.568,0.039
"43","01047","114",Antón Martín,40.412449449999997,-3.699477459000000,30550.568,0.039
"43","01047","305",Lavapiés,40.408450209999998,-3.700692302000000,30550.568,0.039
"44","01048","113",Tirso de Molina,40.412372329999997,-3.704292531000000,15159.842,0.019
"44","01048","114",Antón Martín,40.412449449999997,-3.699477459000000,15159.842,0.019
"44","01048","305",Lavapiés,40.408450209999998,-3.700692302000000,15159.842,0.019
"45","01049","113",Tirso de Molina,40.412372329999997,-3.704292531000000,14637.607,0.019
"45","01049","114",Antón Martín,40.412449449999997,-3.699477459000000,14637.607,0.019
"45","01049","305",Lavapiés,40.408450209999998,-3.700692302000000,14637.607,0.019
"46","01050","304",Embajadores,40.405099020000002,-3.702457877000000,12718.168,0.016
"46","01050","113",Tirso de Molina,40.412372329999997,-3.704292531000000,9828.618,0.013
"46","01050","114",Antón Martín,40.412449449999997,-3.699477459000000,19338.715,0.025
"46","01050","305",Lavapiés,40.408450209999998,-3.700692302000000,19338.715,0.025
"47","01051","114",Antón Martín,40.412449449999997,-3.699477459000000,16252.445,0.021
"47","01051","305",Lavapiés,40.408450209999998,-3.700692302000000,16252.445,0.021
"48","01053","115",Estación del Arte,40.409084309999997,-3.692432724000000,44323.609,0.056
"48","01053","114",Antón Martín,40.412449449999997,-3.699477459000000,39408.819,0.050
"48","01053","305",Lavapiés,40.408450209999998,-3.700692302000000,49492.366,0.063
"49","01054","304",Embajadores,40.405099020000002,-3.702457877000000,13837.336,0.018
"49","01054","114",Antón Martín,40.412449449999997,-3.699477459000000,10300.479,0.013
"49","01054","305",Lavapiés,40.408450209999998,-3.700692302000000,15690.829,0.020
"50","01055","304",Embajadores,40.405099020000002,-3.702457877000000,13654.584,0.017
"50","01055","305",Lavapiés,40.408450209999998,-3.700692302000000,16349.099,0.021
"51","01056","304",Embajadores,40.405099020000002,-3.702457877000000,17652.345,0.022
"51","01056","305",Lavapiés,40.408450209999998,-3.700692302000000,17652.345,0.022
"52","01057","303",Palos de la Frontera,40.403022710000002,-3.693943015000000,15018.426,0.019
"52","01057","116",Atocha-Renfe,40.406962370000002,-3.689091514000000,25497.102,0.032
"52","01057","115",Estación del Arte,40.409084309999997,-3.692432724000000,64305.412,0.082
"52","01057","305",Lavapiés,40.408450209999998,-3.700692302000000,40292.287,0.051
"53","01058","116",Atocha-Renfe,40.406962370000002,-3.689091514000000,23889.254,0.030
"53","01058","115",Estación del Arte,40.409084309999997,-3.692432724000000,48876.790,0.062
"53","01058","114",Antón Martín,40.412449449999997,-3.699477459000000,15088.319,0.019
"53","01058","305",Lavapiés,40.408450209999998,-3.700692302000000,12998.185,0.017
"54","01059","115",Estación del Arte,40.409084309999997,-3.692432724000000,20414.021,0.026
"54","01059","114",Antón Martín,40.412449449999997,-3.699477459000000,36203.033,0.046
"54","01059","305",Lavapiés,40.408450209999998,-3.700692302000000,36203.033,0.046
"55","01061","115",Estación del Arte,40.409084309999997,-3.692432724000000,17572.624,0.022
"55","01061","114",Antón Martín,40.412449449999997,-3.699477459000000,15867.801,0.020
"56","01062","116",Atocha-Renfe,40.406962370000002,-3.689091514000000,11003.942,0.014
"56","01062","115",Estación del Arte,40.409084309999997,-3.692432724000000,43424.473,0.055
"56","01062","114",Antón Martín,40.412449449999997,-3.699477459000000,15621.785,0.020
"57","01063","115",Estación del Arte,40.409084309999997,-3.692432724000000,25366.680,0.032
"57","01063","114",Antón Martín,40.412449449999997,-3.699477459000000,15838.909,0.020
"58","01064","115",Estación del Arte,40.409084309999997,-3.692432724000000,17703.228,0.023
"58","01064","114",Antón Martín,40.412449449999997,-3.699477459000000,33670.389,0.043
"59","01065","114",Antón Martín,40.412449449999997,-3.699477459000000,20318.006,0.026
"59","01065","207",Sevilla,40.418039319999998,-3.699202480000000,11915.949,0.015
"60","01066","115",Estación del Arte,40.409084309999997,-3.692432724000000,11938.339,0.015
"60","01066","114",Antón Martín,40.412449449999997,-3.699477459000000,33421.252,0.043
"60","01066","305",Lavapiés,40.408450209999998,-3.700692302000000,10991.607,0.014
"61","01067","113",Tirso de Molina,40.412372329999997,-3.704292531000000,41330.047,0.053
"61","01067","112",Sol,40.416887799999998,-3.703447009000000,25220.361,0.032
"61","01067","114",Antón Martín,40.412449449999997,-3.699477459000000,42882.987,0.055
"61","01067","207",Sevilla,40.418039319999998,-3.699202480000000,7770.999,0.010
"62","01068","113",Tirso de Molina,40.412372329999997,-3.704292531000000,15558.583,0.020
"62","01068","112",Sol,40.416887799999998,-3.703447009000000,19279.580,0.025
"62","01068","114",Antón Martín,40.412449449999997,-3.699477459000000,31710.957,0.040
"62","01068","207",Sevilla,40.418039319999998,-3.699202480000000,31710.957,0.040
"63","01069","113",Tirso de Molina,40.412372329999997,-3.704292531000000,31276.629,0.040
"63","01069","112",Sol,40.416887799999998,-3.703447009000000,42157.473,0.054
"63","01069","114",Antón Martín,40.412449449999997,-3.699477459000000,42157.473,0.054
"63","01069","111",Gran Vía,40.419845819999999,-3.701610857000000,17153.924,0.022
"63","01069","207",Sevilla,40.418039319999998,-3.699202480000000,41965.294,0.053
"64","01071","206",Banco de España,40.419247949999999,-3.694081714000000,16615.740,0.021
"64","01071","114",Antón Martín,40.412449449999997,-3.699477459000000,44077.023,0.056
"64","01071","207",Sevilla,40.418039319999998,-3.699202480000000,24381.334,0.031
"65","01072","513",Chueca,40.422634100000003,-3.697713186000000,41823.006,0.053
"65","01072","206",Banco de España,40.419247949999999,-3.694081714000000,200333.835,0.255
"65","01072","112",Sol,40.416887799999998,-3.703447009000000,86041.440,0.110
"65","01072","114",Antón Martín,40.412449449999997,-3.699477459000000,58939.675,0.075
"65","01072","111",Gran Vía,40.419845819999999,-3.701610857000000,93034.330,0.118
"65","01072","207",Sevilla,40.418039319999998,-3.699202480000000,227190.767,0.289
"66","01073","405",Colón,40.425428590000003,-3.690991396000000,78762.903,0.100
"66","01073","513",Chueca,40.422634100000003,-3.697713186000000,142960.705,0.182
"66","01073","206",Banco de España,40.419247949999999,-3.694081714000000,143537.099,0.183
"66","01073","404",Alonso Martínez,40.427781899999999,-3.695942039000000,10705.948,0.014
"66","01073","207",Sevilla,40.418039319999998,-3.699202480000000,31276.209,0.040
"67","01074","513",Chueca,40.422634100000003,-3.697713186000000,79713.374,0.101
"67","01074","206",Banco de España,40.419247949999999,-3.694081714000000,69110.429,0.088
"67","01074","112",Sol,40.416887799999998,-3.703447009000000,13005.819,0.017
"67","01074","307",Callao,40.420253410000001,-3.705737368000000,10181.575,0.013
"67","01074","111",Gran Vía,40.419845819999999,-3.701610857000000,76373.212,0.097
"67","01074","207",Sevilla,40.418039319999998,-3.699202480000000,79713.374,0.101
"68","01075","513",Chueca,40.422634100000003,-3.697713186000000,32456.747,0.041
"68","01075","307",Callao,40.420253410000001,-3.705737368000000,14682.729,0.019
"68","01075","111",Gran Vía,40.419845819999999,-3.701610857000000,32456.747,0.041
"68","01075","110",Tribunal,40.426155330000000,-3.701194933000000,22136.769,0.028
"68","01075","207",Sevilla,40.418039319999998,-3.699202480000000,18617.813,0.024
"69","01076","513",Chueca,40.422634100000003,-3.697713186000000,31799.955,0.040
"69","01076","206",Banco de España,40.419247949999999,-3.694081714000000,14001.133,0.018
"69","01076","111",Gran Vía,40.419845819999999,-3.701610857000000,31799.955,0.040
"69","01076","110",Tribunal,40.426155330000000,-3.701194933000000,7746.845,0.010
"69","01076","207",Sevilla,40.418039319999998,-3.699202480000000,31246.850,0.040
"70","01077","513",Chueca,40.422634100000003,-3.697713186000000,36369.069,0.046
"70","01077","206",Banco de España,40.419247949999999,-3.694081714000000,36369.069,0.046
"70","01077","111",Gran Vía,40.419845819999999,-3.701610857000000,25376.758,0.032
"70","01077","207",Sevilla,40.418039319999998,-3.699202480000000,24505.934,0.031
"71","01079","405",Colón,40.425428590000003,-3.690991396000000,14867.980,0.019
"71","01079","513",Chueca,40.422634100000003,-3.697713186000000,38745.417,0.049
"71","01079","206",Banco de España,40.419247949999999,-3.694081714000000,10879.361,0.014
"71","01079","404",Alonso Martínez,40.427781899999999,-3.695942039000000,25490.594,0.032
"71","01079","110",Tribunal,40.426155330000000,-3.701194933000000,23947.121,0.030
"72","01081","513",Chueca,40.422634100000003,-3.697713186000000,33964.250,0.043
"72","01081","404",Alonso Martínez,40.427781899999999,-3.695942039000000,10145.443,0.013
"72","01081","111",Gran Vía,40.419845819999999,-3.701610857000000,23315.688,0.030
"72","01081","110",Tribunal,40.426155330000000,-3.701194933000000,33023.173,0.042
"73","01082","513",Chueca,40.422634100000003,-3.697713186000000,54720.128,0.070
"73","01082","109",Bilbao,40.429045690000002,-3.702149140000000,11153.829,0.014
"73","01082","404",Alonso Martínez,40.427781899999999,-3.695942039000000,45995.084,0.059
"73","01082","110",Tribunal,40.426155330000000,-3.701194933000000,54720.128,0.070
"74","01084","405",Colón,40.425428590000003,-3.690991396000000,115344.920,0.147
"74","01084","513",Chueca,40.422634100000003,-3.697713186000000,71763.454,0.091
"74","01084","404",Alonso Martínez,40.427781899999999,-3.695942039000000,90990.070,0.116
"74","01084","406",Serrano,40.425356440000002,-3.686667785000000,35081.772,0.045
"74","01084","110",Tribunal,40.426155330000000,-3.701194933000000,17547.188,0.022
"75","01087","405",Colón,40.425428590000003,-3.690991396000000,37068.519,0.047
"75","01087","513",Chueca,40.422634100000003,-3.697713186000000,48134.481,0.061
"75","01087","109",Bilbao,40.429045690000002,-3.702149140000000,26703.745,0.034
"75","01087","404",Alonso Martínez,40.427781899999999,-3.695942039000000,70323.363,0.090
"75","01087","110",Tribunal,40.426155330000000,-3.701194933000000,51961.968,0.066
"76","01088","513",Chueca,40.422634100000003,-3.697713186000000,25146.158,0.032
"76","01088","109",Bilbao,40.429045690000002,-3.702149140000000,59879.619,0.076
"76","01088","404",Alonso Martínez,40.427781899999999,-3.695942039000000,59879.619,0.076
"76","01088","110",Tribunal,40.426155330000000,-3.701194933000000,59879.619,0.076
"77","01089","212",San Bernardo,40.429626380000002,-3.705794654000000,24314.336,0.031
"77","01089","109",Bilbao,40.429045690000002,-3.702149140000000,35618.875,0.045
"77","01089","404",Alonso Martínez,40.427781899999999,-3.695942039000000,31427.138,0.040
"77","01089","110",Tribunal,40.426155330000000,-3.701194933000000,35618.875,0.045
"78","01090","212",San Bernardo,40.429626380000002,-3.705794654000000,28013.121,0.036
"78","01090","109",Bilbao,40.429045690000002,-3.702149140000000,28013.121,0.036
"78","01090","110",Tribunal,40.426155330000000,-3.701194933000000,28013.121,0.036
"79","01091","211",Noviciado,40.424851830000001,-3.707429184000000,12892.176,0.016
"79","01091","213",Quevedo,40.433418529999997,-3.704332609000000,9935.586,0.013
"79","01091","212",San Bernardo,40.429626380000002,-3.705794654000000,23888.771,0.030
"79","01091","109",Bilbao,40.429045690000002,-3.702149140000000,23888.771,0.030
"79","01091","110",Tribunal,40.426155330000000,-3.701194933000000,21194.620,0.027
"80","01092","211",Noviciado,40.424851830000001,-3.707429184000000,9645.812,0.012
"80","01092","212",San Bernardo,40.429626380000002,-3.705794654000000,10493.583,0.013
"80","01092","109",Bilbao,40.429045690000002,-3.702149140000000,10493.583,0.013
"80","01092","110",Tribunal,40.426155330000000,-3.701194933000000,10493.583,0.013
"81","01093","211",Noviciado,40.424851830000001,-3.707429184000000,20669.191,0.026
"81","01093","212",San Bernardo,40.429626380000002,-3.705794654000000,25799.489,0.033
"81","01093","109",Bilbao,40.429045690000002,-3.702149140000000,28062.413,0.036
"81","01093","110",Tribunal,40.426155330000000,-3.701194933000000,28062.413,0.036
"82","01094","211",Noviciado,40.424851830000001,-3.707429184000000,18137.300,0.023
"82","01094","513",Chueca,40.422634100000003,-3.697713186000000,33271.811,0.042
"82","01094","109",Bilbao,40.429045690000002,-3.702149140000000,19083.981,0.024
"82","01094","111",Gran Vía,40.419845819999999,-3.701610857000000,11072.581,0.014
"82","01094","110",Tribunal,40.426155330000000,-3.701194933000000,34620.614,0.044
"83","01095","513",Chueca,40.422634100000003,-3.697713186000000,32369.208,0.041
"83","01095","307",Callao,40.420253410000001,-3.705737368000000,25051.056,0.032
"83","01095","111",Gran Vía,40.419845819999999,-3.701610857000000,32369.208,0.041
"83","01095","110",Tribunal,40.426155330000000,-3.701194933000000,30769.390,0.039
"84","01096","211",Noviciado,40.424851830000001,-3.707429184000000,21101.239,0.027
"84","01096","210",Santo Domingo,40.421463320000001,-3.707895489000000,19194.070,0.024
"84","01096","513",Chueca,40.422634100000003,-3.697713186000000,17308.387,0.022
"84","01096","307",Callao,40.420253410000001,-3.705737368000000,21245.550,0.027
"84","01096","111",Gran Vía,40.419845819999999,-3.701610857000000,21249.073,0.027
"84","01096","110",Tribunal,40.426155330000000,-3.701194933000000,21249.073,0.027
"85","01097","211",Noviciado,40.424851830000001,-3.707429184000000,26548.592,0.034
"85","01097","210",Santo Domingo,40.421463320000001,-3.707895489000000,19993.111,0.025
"85","01097","307",Callao,40.420253410000001,-3.705737368000000,20211.932,0.026
"85","01097","111",Gran Vía,40.419845819999999,-3.701610857000000,11985.585,0.015
"85","01097","110",Tribunal,40.426155330000000,-3.701194933000000,26548.592,0.034
"86","01098","211",Noviciado,40.424851830000001,-3.707429184000000,17704.178,0.023
"86","01098","210",Santo Domingo,40.421463320000001,-3.707895489000000,13767.395,0.018
"86","01098","307",Callao,40.420253410000001,-3.705737368000000,7492.111,0.010
"86","01098","110",Tribunal,40.426155330000000,-3.701194933000000,17704.178,0.023
"87","01099","211",Noviciado,40.424851830000001,-3.707429184000000,24386.599,0.031
"87","01099","308",Plaza de España,40.423880990000001,-3.711223119000000,24141.997,0.031
"87","01099","210",Santo Domingo,40.421463320000001,-3.707895489000000,24386.599,0.031
"87","01099","307",Callao,40.420253410000001,-3.705737368000000,10676.647,0.014
"87","01099","110",Tribunal,40.426155330000000,-3.701194933000000,17335.058,0.022
"87","01099","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000,24141.997,0.031
"88","01100","211",Noviciado,40.424851830000001,-3.707429184000000,25142.275,0.032
"88","01100","308",Plaza de España,40.423880990000001,-3.711223119000000,9234.672,0.012
"88","01100","212",San Bernardo,40.429626380000002,-3.705794654000000,23292.156,0.030
"88","01100","109",Bilbao,40.429045690000002,-3.702149140000000,18911.190,0.024
"88","01100","110",Tribunal,40.426155330000000,-3.701194933000000,24909.041,0.032
"88","01100","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000,9234.672,0.012
"89","01101","211",Noviciado,40.424851830000001,-3.707429184000000,21419.245,0.027
"89","01101","212",San Bernardo,40.429626380000002,-3.705794654000000,10761.311,0.014
"89","01101","109",Bilbao,40.429045690000002,-3.702149140000000,21419.245,0.027
"89","01101","110",Tribunal,40.426155330000000,-3.701194933000000,21419.245,0.027
"90","01102","211",Noviciado,40.424851830000001,-3.707429184000000,41790.614,0.053
"90","01102","212",San Bernardo,40.429626380000002,-3.705794654000000,41790.614,0.053
"90","01102","109",Bilbao,40.429045690000002,-3.702149140000000,41790.614,0.053
"90","01102","110",Tribunal,40.426155330000000,-3.701194933000000,41790.614,0.053
"91","01103","211",Noviciado,40.424851830000001,-3.707429184000000,28783.387,0.037
"91","01103","212",San Bernardo,40.429626380000002,-3.705794654000000,35675.114,0.045
"91","01103","109",Bilbao,40.429045690000002,-3.702149140000000,35451.354,0.045
"92","01104","211",Noviciado,40.424851830000001,-3.707429184000000,22938.720,0.029
"92","01104","308",Plaza de España,40.423880990000001,-3.711223119000000,18800.166,0.024
"92","01104","212",San Bernardo,40.429626380000002,-3.705794654000000,22938.720,0.029
"92","01104","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000,18800.166,0.024
"93","01105","211",Noviciado,40.424851830000001,-3.707429184000000,33696.667,0.043
"93","01105","308",Plaza de España,40.423880990000001,-3.711223119000000,25275.184,0.032
"93","01105","212",San Bernardo,40.429626380000002,-3.705794654000000,33606.628,0.043
"93","01105","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000,25275.184,0.032
"94","01106","211",Noviciado,40.424851830000001,-3.707429184000000,14262.527,0.018
"94","01106","212",San Bernardo,40.429626380000002,-3.705794654000000,21222.488,0.027
"95","01107","310",Argüelles,40.430570779999996,-3.716053557000000,75569.100,0.096
"95","01107","212",San Bernardo,40.429626380000002,-3.705794654000000,24149.875,0.031
"96","01108","211",Noviciado,40.424851830000001,-3.707429184000000,62731.210,0.080
"96","01108","308",Plaza de España,40.423880990000001,-3.711223119000000,81171.337,0.103
"96","01108","310",Argüelles,40.430570779999996,-3.716053557000000,48089.523,0.061
