route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
8__591___,CRTM,591,MADRID (Aluche) - ETSI  Informáticos,,3,https://www.crtm.es/8__591___.aspx,8EBF42,FFFFFF
8__601___,CRTM,601,MADRID (Moncloa)-EL PARDO-MINGORRUBIO,,3,https://www.crtm.es/8__601___.aspx,8EBF42,FFFFFF
8__602___,CRTM,602,MADRID (Hospital La Paz)-EL PARDO-MINGORRUBIO,,3,https://www.crtm.es/8__602___.aspx,8EBF42,FFFFFF
8__610___,CRTM,610,TORRELODONES-HOYO DE MANZANARES-COLMENAR VIEJO,,3,https://www.crtm.es/8__610___.aspx,8EBF42,FFFFFF
8__611___,CRTM,611,MADRID (Moncloa)-HOYO DE MANZANARES,,3,https://www.crtm.es/8__611___.aspx,8EBF42,FFFFFF
8__611_A__,CRTM,611A,MADRID (Moncloa)-HOYO DE MANZANARES (Por Urb. Las Colinas),,3,https://www.crtm.es/8__611_A__.aspx,8EBF42,FFFFFF
8__612___,CRTM,612,MADRID (Moncloa)-TORRELODONES,,3,https://www.crtm.es/8__612___.aspx,8EBF42,FFFFFF
8__613___,CRTM,613,MADRID (Moncloa)-TORRELODONES (Por Centro Comercial),,3,https://www.crtm.es/8__613___.aspx,8EBF42,FFFFFF
8__620___,CRTM,620,LAS MATAS-HOSPITAL PUERTA DE HIERRO,,3,https://www.crtm.es/8__620___.aspx,8EBF42,FFFFFF
8__621___,CRTM,621,MADRID (Moncloa)-LAS ROZAS,,3,https://www.crtm.es/8__621___.aspx,8EBF42,FFFFFF
8__622___,CRTM,622,MADRID (Moncloa)-LAS ROZAS-LAS MATAS,,3,https://www.crtm.es/8__622___.aspx,8EBF42,FFFFFF
8__623___,CRTM,623,MADRID (Moncloa)-LAS ROZAS-URB.VILLAFRANCA DEL CASTILLO,,3,https://www.crtm.es/8__623___.aspx,8EBF42,FFFFFF
8__624___,CRTM,624,MADRID (Moncloa)-COL.VERACRUZ-LAS ROZAS,,3,https://www.crtm.es/8__624___.aspx,8EBF42,FFFFFF
8__625___,CRTM,625,MADRID (Moncloa)-MONTE ROZAS,,3,https://www.crtm.es/8__625___.aspx,8EBF42,FFFFFF
8__626___,CRTM,626,LAS ROZAS-MAJADAHONDA-VILLANUEVA DE LA CAÑADA,,3,https://www.crtm.es/8__626___.aspx,8EBF42,FFFFFF
8__626_A__,CRTM,626A,MAJADAHONDA (Estación FFCC)-VILLANUEVA DEL PARDILLO,,3,https://www.crtm.es/8__626_A__.aspx,8EBF42,FFFFFF
8__627___,CRTM,627,MADRID (Moncloa)-VILLANUEVA DE LA CAÑADA-BRUNETE,,3,https://www.crtm.es/8__627___.aspx,8EBF42,FFFFFF
8__628___,CRTM,628,MADRID (Moncloa)-P.EMPRESARIAL-EL CANTIZAL,,3,https://www.crtm.es/8__628___.aspx,8EBF42,FFFFFF
8__629___,CRTM,629,MADRID (Moncloa)-LAS ROZAS (Parque Empresarial),,3,https://www.crtm.es/8__629___.aspx,8EBF42,FFFFFF
8__630___,CRTM,630,VILLALBA (Estación)-GALAPAGAR-COLMENAREJO-VALDEMORILLO,,3,https://www.crtm.es/8__630___.aspx,8EBF42,FFFFFF
8__631___,CRTM,631,MADRID (Moncloa)-TORRELODONES (Colonia)-GALAPAGAR-COLMENAREJO,,3,https://www.crtm.es/8__631___.aspx,8EBF42,FFFFFF
8__632___,CRTM,632,MADRID (Moncloa)-LA NAVATA-GALAPAGAR-EL GUIJO,,3,https://www.crtm.es/8__632___.aspx,8EBF42,FFFFFF
8__633___,CRTM,633,MAJADAHONDA (Hospital)-TORRELODONES (Colonia)-GALAPAGAR-COLMENAREJO,,3,https://www.crtm.es/8__633___.aspx,8EBF42,FFFFFF
8__634___,CRTM,634,COLMENAREJO - GALAPAGAR - EST. LA NAVATA,,3,https://www.crtm.es/8__634___.aspx,8EBF42,FFFFFF
8__635___,CRTM,635,MADRID (Moncloa)-TORRELODONES (Colonia)-LA NAVATA-GALAPAGAR,,3,https://www.crtm.es/8__635___.aspx,8EBF42,FFFFFF
8__640___,CRTM,640,SAN LORENZO DE EL ESCORIAL-ROBLEDO CHAVELA-VALDEMAQUEDA,,3,https://www.crtm.es/8__640___.aspx,8EBF42,FFFFFF
8__640_A__,CRTM,640A,ROBLEDO DE CHAVELA FFCC-ROBLEDO DE CHAVELA,,3,https://www.crtm.es/8__640_A__.aspx,8EBF42,FFFFFF
8__641___,CRTM,641,MADRID (Moncloa)-VALDEMORILLO,,3,https://www.crtm.es/8__641___.aspx,8EBF42,FFFFFF
8__642___,CRTM,642,MADRID (Moncloa)-COLMENAR DEL ARROYO,,3,https://www.crtm.es/8__642___.aspx,8EBF42,FFFFFF
8__643___,CRTM,643,MADRID (Moncloa)-VILLANUEVA DEL PARDILLO,,3,https://www.crtm.es/8__643___.aspx,8EBF42,FFFFFF
8__645___,CRTM,645,MADRID (Moncloa)-ROBLEDO DE CHAVELA-CEBREROS,,3,https://www.crtm.es/8__645___.aspx,8EBF42,FFFFFF
8__650_A__,CRTM,650A,CIRCULAR POZUELO- MAJADAHONDA - POZUELO,,3,https://www.crtm.es/8__650_A__.aspx,8EBF42,FFFFFF
8__650_B__,CRTM,650B,CIRCULAR POZUELO- MAJADAHONDA - POZUELO,,3,https://www.crtm.es/8__650_B__.aspx,8EBF42,FFFFFF
8__651___,CRTM,651,MADRID (Moncloa)-MAJADAHONDA (Avda. de España),,3,https://www.crtm.es/8__651___.aspx,8EBF42,FFFFFF
8__652___,CRTM,652,MADRID (Moncloa)-MAJADAHONDA (Carril del Tejar),,3,https://www.crtm.es/8__652___.aspx,8EBF42,FFFFFF
8__653___,CRTM,653,MADRID (Moncloa)-MAJADAHONDA (Hospital) (Por FFCC),,3,https://www.crtm.es/8__653___.aspx,8EBF42,FFFFFF
8__654___,CRTM,654,MADRID (Moncloa) - MAJADAHONDA (Urb. Los Satélites),,3,https://www.crtm.es/8__654___.aspx,8EBF42,FFFFFF
8__655___,CRTM,655,MADRID (Moncloa)-MAJADAHONDA (Hospital),,3,https://www.crtm.es/8__655___.aspx,8EBF42,FFFFFF
8__656___,CRTM,656,MADRID (Moncloa)-POZUELO DE ALARCÓN,,3,https://www.crtm.es/8__656___.aspx,8EBF42,FFFFFF
8__656_A__,CRTM,656A,MADRID (Moncloa)-POZUELO / URB.LA CABAÑA,,3,https://www.crtm.es/8__656_A__.aspx,8EBF42,FFFFFF
8__657___,CRTM,657,MADRID (Moncloa)-POZUELO (Monteclaro),,3,https://www.crtm.es/8__657___.aspx,8EBF42,FFFFFF
8__657_A__,CRTM,657A,MADRID (Moncloa) - POZUELO (San Juan de la Cruz),,3,https://www.crtm.es/8__657_A__.aspx,8EBF42,FFFFFF
8__658___,CRTM,658,MADRID (Moncloa)-POZUELO (Prado Somosaguas-Ciudad de la Imagen),,3,https://www.crtm.es/8__658___.aspx,8EBF42,FFFFFF
8__658_A__,CRTM,658A,MADRID (Moncloa) - POZUELO (P.E. La Finca-Ciudad de la Imagen),,3,https://www.crtm.es/8__658_A__.aspx,8EBF42,FFFFFF
8__659___,CRTM,659,MADRID (Moncloa) - Univ. Fco. de Vitoria - El Pinar del Plantío,,3,https://www.crtm.es/8__659___.aspx,8EBF42,FFFFFF
8__660___,CRTM,660,SAN LORENZO DE EL ESCORIAL-GUADARRAMA-VILLALBA,,3,https://www.crtm.es/8__660___.aspx,8EBF42,FFFFFF
8__661___,CRTM,661,MADRID (Moncloa)-SAN LORENZO DE EL ESCORIAL (Por Galapagar),,3,https://www.crtm.es/8__661___.aspx,8EBF42,FFFFFF
8__661_A__,CRTM,661A,MADRID (Moncloa)-LAS ZORRERAS (Por Galapagar),,3,https://www.crtm.es/8__661_A__.aspx,8EBF42,FFFFFF
8__662___,CRTM,662,MADRID (Moncloa)-URB. MOLINO DE LA HOZ,,3,https://www.crtm.es/8__662___.aspx,8EBF42,FFFFFF
8__664___,CRTM,664,MADRID (Moncloa)-SAN LORENZO DE EL ESCORIAL (Guadarrama),,3,https://www.crtm.es/8__664___.aspx,8EBF42,FFFFFF
8__665___,CRTM,665,SAN LORENZO DE EL ESCORIAL-PEGUERINOS,,3,https://www.crtm.es/8__665___.aspx,8EBF42,FFFFFF
8__666___,CRTM,666,SAN LORENZO DE EL ESCORIAL-ZARZALEJO-LAS NAVAS DEL MARQUÉS,,3,https://www.crtm.es/8__666___.aspx,8EBF42,FFFFFF
8__667___,CRTM,667,MAJADAHONDA (Hospital)-SAN LORENZO DE EL ESCORIAL (Por Galapagar),,3,https://www.crtm.es/8__667___.aspx,8EBF42,FFFFFF
8__669___,CRTM,669,SAN LORENZO DE EL ESCORIAL-VILLANUEVA DE LA CAÑADA,,3,https://www.crtm.es/8__669___.aspx,8EBF42,FFFFFF
8__669_A__,CRTM,669A,S. L. DE EL ESCORIAL - FRESNEDILLAS - NAVALAGAMELLA,,3,https://www.crtm.es/8__669_A__.aspx,8EBF42,FFFFFF
8__670___,CRTM,670,COLLADO VILLALBA (Hospital)-MORALZARZAL,,3,https://www.crtm.es/8__670___.aspx,8EBF42,FFFFFF
8__671___,CRTM,671,MADRID (Moncloa)-MORALZARZAL,,3,https://www.crtm.es/8__671___.aspx,8EBF42,FFFFFF
8__672___,CRTM,672,MADRID (Moncloa)-CERCEDA (Por Mataelpino),,3,https://www.crtm.es/8__672___.aspx,8EBF42,FFFFFF
8__672_A__,CRTM,672A,MADRID (Moncloa)-CERCEDA (Directo),,3,https://www.crtm.es/8__672_A__.aspx,8EBF42,FFFFFF
8__673___,CRTM,673,MADRID (Moncloa)-COLLADO VILLALBA (Hospital),,3,https://www.crtm.es/8__673___.aspx,8EBF42,FFFFFF
8__680___,CRTM,680,COLLADO VILLALBA (Hospital)-CERCEDILLA,,3,https://www.crtm.es/8__680___.aspx,8EBF42,FFFFFF
8__681___,CRTM,681,MADRID (Moncloa)-ALPEDRETE,,3,https://www.crtm.es/8__681___.aspx,8EBF42,FFFFFF
8__682___,CRTM,682,MADRID (Moncloa)-VILLALBA-GUADARRAMA,,3,https://www.crtm.es/8__682___.aspx,8EBF42,FFFFFF
8__683___,CRTM,683,MADRID (Moncloa)-COLLADO MEDIANO,,3,https://www.crtm.es/8__683___.aspx,8EBF42,FFFFFF
8__684___,CRTM,684,MADRID (Moncloa)-CERCEDILLA (por Guadarrama),,3,https://www.crtm.es/8__684___.aspx,8EBF42,FFFFFF
8__685___,CRTM,685,MAJADAHONDA (Hospital) - LAS ROZAS - GUADARRAMA,,3,https://www.crtm.es/8__685___.aspx,8EBF42,FFFFFF
8__686___,CRTM,686,MADRID (Moncloa)-TORRELODONES (Por Los Peñascales),,3,https://www.crtm.es/8__686___.aspx,8EBF42,FFFFFF
8__686_A__,CRTM,686A,MADRID (Moncloa)-TORRELODONES (Por Montealegre),,3,https://www.crtm.es/8__686_A__.aspx,8EBF42,FFFFFF
8__687___,CRTM,687,MADRID (Moncloa)-COLLADO VILLALBA,,3,https://www.crtm.es/8__687___.aspx,8EBF42,FFFFFF
8__688___,CRTM,688,MADRID (Moncloa)-LOS MOLINOS,,3,https://www.crtm.es/8__688___.aspx,8EBF42,FFFFFF
8__690___,CRTM,690,GUADARRAMA-COLLADO MEDIANO-NAVACERRADA,,3,https://www.crtm.es/8__690___.aspx,8EBF42,FFFFFF
8__691___,CRTM,691,MADRID (Moncloa)-BECERRIL-NAVACERRADA-VALDESQUI,,3,https://www.crtm.es/8__691___.aspx,8EBF42,FFFFFF
8__692SE___,CRTM,692SE,LOS MOLINOS - CERCEDILLA - VALDESQUÍ,,3,https://www.crtm.es/8__692SE___.aspx,8EBF42,FFFFFF
8__696___,CRTM,696,COLLADO VILLALBA (Hospital)-NAVACERRADA,,3,https://www.crtm.es/8__696___.aspx,8EBF42,FFFFFF
8__712___,CRTM,712,MADRID (Plaza de Castilla) - TRES CANTOS (Por Avda. de Encuartes),,3,https://www.crtm.es/8__712___.aspx,8EBF42,FFFFFF
8__713___,CRTM,713,MADRID (Plaza de Castilla)-TRES CANTOS (Por Avda. del Parque),,3,https://www.crtm.es/8__713___.aspx,8EBF42,FFFFFF
8__714___,CRTM,714,MADRID (Plaza de Castilla)-UNIV.AUTÓNOMA-UNIV.COMILLAS,,3,https://www.crtm.es/8__714___.aspx,8EBF42,FFFFFF
8__716___,CRTM,716,MADRID (Plaza de Castilla)-TRES CANTOS (Soto de Viñuelas),,3,https://www.crtm.es/8__716___.aspx,8EBF42,FFFFFF
8__720___,CRTM,720,COLMENAR VIEJO (Estación FF.CC.) - COLLADO VILLALBA,,3,https://www.crtm.es/8__720___.aspx,8EBF42,FFFFFF
8__721___,CRTM,721,MADRID (Plaza de Castilla)-COLMENAR VIEJO,,3,https://www.crtm.es/8__721___.aspx,8EBF42,FFFFFF
8__722___,CRTM,722,MADRID (Plaza de Castilla) - COLMENAR VIEJO (Navallar),,3,https://www.crtm.es/8__722___.aspx,8EBF42,FFFFFF
8__723___,CRTM,723,COLMENAR VIEJO-TRES CANTOS,,3,https://www.crtm.es/8__723___.aspx,8EBF42,FFFFFF
8__724___,CRTM,724,MADRID (Plaza de Castilla)-MANZANARES-EL BOALO,,3,https://www.crtm.es/8__724___.aspx,8EBF42,FFFFFF
8__725___,CRTM,725,MADRID (Plaza de Castilla)-MIRAFLORES-BUSTARVIEJO-VALDEMANCO,,3,https://www.crtm.es/8__725___.aspx,8EBF42,FFFFFF
8__726___,CRTM,726,MADRID (Plaza de Castilla)-GUADALIX-NAVALAFUENTE,,3,https://www.crtm.es/8__726___.aspx,8EBF42,FFFFFF
8__727___,CRTM,727,COLMENAR VIEJO-SAN AGUSTÍN DEL GUADALIX,,3,https://www.crtm.es/8__727___.aspx,8EBF42,FFFFFF
8__815___,CRTM,815,MADRID (Estación Chamartín)-POZUELO DE ALARCÓN,,3,https://www.crtm.es/8__815___.aspx,8EBF42,FFFFFF
8__822___,CRTM,822,MADRID (Aeropuerto)-COSLADA-SAN FERNANDO DE HENARES,,3,https://www.crtm.es/8__822___.aspx,8EBF42,FFFFFF
8__827___,CRTM,827,MADRID (Canillejas)-ALCOBENDAS-UNIVERSIDAD AUTÓNOMA-TRES CANTOS,,3,https://www.crtm.es/8__827___.aspx,8EBF42,FFFFFF
8__827_A__,CRTM,827A,ALCOBENDAS-S. S. DE LOS REYES-UNIV. AUTÓNOMA,,3,https://www.crtm.es/8__827_A__.aspx,8EBF42,FFFFFF
8__828___,CRTM,828,MADRID (Canillejas)-ALCOBENDAS-UNIVERSIDAD AUTÓNOMA,,3,https://www.crtm.es/8__828___.aspx,8EBF42,FFFFFF
8__865___,CRTM,865,MADRID (Moncloa) - CAMPUS UPM MONTEGANCEDO,,3,https://www.crtm.es/8__865___.aspx,8EBF42,FFFFFF
8__876___,CRTM,876,MADRID (Plaza de Castilla)-MORALZARZAL-COLLADO VILLALBA,,3,https://www.crtm.es/8__876___.aspx,8EBF42,FFFFFF
8_N_101___,CRTM,N101,MADRID (Plaza de Castilla)-ALCOBENDAS,,3,https://www.crtm.es/8_N_101___.aspx,8EBF42,FFFFFF
8_N_102___,CRTM,N102,MADRID (Plaza de Castilla)-S.S. DE LOS REYES,,3,https://www.crtm.es/8_N_102___.aspx,8EBF42,FFFFFF
8_N_103___,CRTM,N103,MADRID (Plaza de Castilla)-ALGETE,,3,https://www.crtm.es/8_N_103___.aspx,8EBF42,FFFFFF
8_N_200___,CRTM,N200,ALCALÁ DE HENARES - VILLALBILLA - ALCALÁ DE HENARES,,3,https://www.crtm.es/8_N_200___.aspx,8EBF42,FFFFFF
8_N_203___,CRTM,N203,MADRID (Ciudad Lineal)-COSLADA-S.FERNANDO-VELILLA/LOECHES,,3,https://www.crtm.es/8_N_203___.aspx,8EBF42,FFFFFF
8_N_301___,CRTM,N301,MADRID (Conde de Casal) - RIVAS (Covibar) - RIVAS FUTURA,,3,https://www.crtm.es/8_N_301___.aspx,8EBF42,FFFFFF
8_N_302___,CRTM,N302,MADRID (Conde de Casal) - RIVAS PUEBLO,,3,https://www.crtm.es/8_N_302___.aspx,8EBF42,FFFFFF
8_N_303___,CRTM,N303,MADRID (Conde de Casal)-ARGANDA DEL REY,,3,https://www.crtm.es/8_N_303___.aspx,8EBF42,FFFFFF
8_N_401___,CRTM,N401,MADRID (Atocha)-PINTO-VALDEMORO,,3,https://www.crtm.es/8_N_401___.aspx,8EBF42,FFFFFF
8_N_402___,CRTM,N402,MADRID (Atocha)-CIEMPOZUELOS-ARANJUEZ,,3,https://www.crtm.es/8_N_402___.aspx,8EBF42,FFFFFF
8_N_403___,CRTM,N403,MADRID (Atocha)-SAN MARTÍN DE LA VEGA,,3,https://www.crtm.es/8_N_403___.aspx,8EBF42,FFFFFF
8_N_501___,CRTM,N501,MADRID (Príncipe Pío)-ALCORCÓN-MÓSTOLES,,3,https://www.crtm.es/8_N_501___.aspx,8EBF42,FFFFFF
8_N_502___,CRTM,N502,MADRID (Príncipe Pío)-ALCORCÓN,,3,https://www.crtm.es/8_N_502___.aspx,8EBF42,FFFFFF
8_N_503___,CRTM,N503,MADRID (Príncipe Pío)-MÓSTOLES (Villafontana),,3,https://www.crtm.es/8_N_503___.aspx,8EBF42,FFFFFF
8_N_504___,CRTM,N504,MADRID (Príncipe Pío)-VILLAVICIOSA DE ODÓN,,3,https://www.crtm.es/8_N_504___.aspx,8EBF42,FFFFFF
8_N_505___,CRTM,N505,MADRID (Príncipe Pío)-NAVALCARNERO,,3,https://www.crtm.es/8_N_505___.aspx,8EBF42,FFFFFF
8_N_602___,CRTM,N602,MADRID (Moncloa)-COLLADO VILLALBA-GUADARRAMA,,3,https://www.crtm.es/8_N_602___.aspx,8EBF42,FFFFFF
8_N_603___,CRTM,N603,MADRID (Moncloa)-MORALZARZAL,,3,https://www.crtm.es/8_N_603___.aspx,8EBF42,FFFFFF
8_N_604___,CRTM,N604,MADRID (Moncloa)-EL ESCORIAL-SAN LORENZO DE EL ESCORIAL,,3,https://www.crtm.es/8_N_604___.aspx,8EBF42,FFFFFF
8_N_701___,CRTM,N701,MADRID (Plaza de Castilla)-TRES CANTOS,,3,https://www.crtm.es/8_N_701___.aspx,8EBF42,FFFFFF
8_N_702___,CRTM,N702,MADRID (Plaza de Castilla)-COLMENAR VIEJO,,3,https://www.crtm.es/8_N_702___.aspx,8EBF42,FFFFFF
8_N_801___,CRTM,N801,MADRID (Atocha)-GETAFE (Buenavista - Sector III),,3,https://www.crtm.es/8_N_801___.aspx,8EBF42,FFFFFF
8_N_802___,CRTM,N802,MADRID (Atocha) - LEGANÉS (Vereda de los Estudiantes),,3,https://www.crtm.es/8_N_802___.aspx,8EBF42,FFFFFF
8_N_803___,CRTM,N803,MADRID (Atocha) - FUENLABRADA (Bº Naranjo),,3,https://www.crtm.es/8_N_803___.aspx,8EBF42,FFFFFF
8_N_804___,CRTM,N804,MADRID (Atocha) - FUENLABRADA,,3,https://www.crtm.es/8_N_804___.aspx,8EBF42,FFFFFF
8_N_805___,CRTM,N805,MADRID (Atocha) - GETAFE (Los Molinos),,3,https://www.crtm.es/8_N_805___.aspx,8EBF42,FFFFFF
8_N_806___,CRTM,N806,MADRID (Atocha)-PARLA,,3,https://www.crtm.es/8_N_806___.aspx,8EBF42,FFFFFF
8_N_807___,CRTM,N807,MADRID (Atocha) - GETAFE - HUMANES - GRIÑÓN,,3,https://www.crtm.es/8_N_807___.aspx,8EBF42,FFFFFF
8_N_808___,CRTM,N808,MADRID (Príncipe Pío)-ARROYOMOLINOS,,3,https://www.crtm.es/8_N_808___.aspx,8EBF42,FFFFFF
8_N_901___,CRTM,N901,MADRID (Moncloa)-POZUELO-MAJADAHONDA-MADRID,,3,https://www.crtm.es/8_N_901___.aspx,8EBF42,FFFFFF
8_N_902___,CRTM,N902,MADRID (Moncloa)-POZUELO (Prado Somosaguas-Ciudad de la Imagen),,3,https://www.crtm.es/8_N_902___.aspx,8EBF42,FFFFFF
8_N_903___,CRTM,N903,MADRID (Moncloa)-LAS ROZAS-MONTE ROZAS,,3,https://www.crtm.es/8_N_903___.aspx,8EBF42,FFFFFF
8_N_904___,CRTM,N904,MADRID (Moncloa)-TORRELODONES (Colonia)-GALAPAGAR-COLMENAREJO,,3,https://www.crtm.es/8_N_904___.aspx,8EBF42,FFFFFF
8_N_905___,CRTM,N905,MADRID (Moncloa)-BOADILLA DEL MONTE,,3,https://www.crtm.es/8_N_905___.aspx,8EBF42,FFFFFF
8_N_906___,CRTM,N906,MADRID (Moncloa)-MAJADAHONDA-POZUELO-MADRID,,3,https://www.crtm.es/8_N_906___.aspx,8EBF42,FFFFFF
8_N_907___,CRTM,N907,MADRID (Moncloa)-VILLANUEVA DE LA CAÑADA-BRUNETE,,3,https://www.crtm.es/8_N_907___.aspx,8EBF42,FFFFFF
8_N_908___,CRTM,N908,MADRID (Moncloa)-VILLANUEVA DEL PARDILLO-VALDEMORILLO,,3,https://www.crtm.es/8_N_908___.aspx,8EBF42,FFFFFF
8__SE720___,CRTM,SE720,EST. COLMENAR - SOTO DEL REAL - MANZANARES EL REAL,,3,https://www.crtm.es/8__SE720___.aspx,8EBF42,FFFFFF
9__1__006_,CRTM,1,ARROYO DE LA VEGA-EL SOTO-LA MORALEJA,,3,https://www.crtm.es/9__1__006_.aspx,E60003,FFFFFF
9__1__123_,CRTM,1,BARRIO DE LA LUNA - RIVAS PUEBLO,,3,https://www.crtm.es/9__1__123_.aspx,E60003,FFFFFF
9__1__161_,CRTM,1,CIRCULAR (FFCC-Ambulatorio-FFCC),,3,https://www.crtm.es/9__1__161_.aspx,E60003,FFFFFF
9__1__080_,CRTM,1,CIRCULAR (Hospital-Estación FFCC),,3,https://www.crtm.es/9__1__080_.aspx,E60003,FFFFFF
9__1__106_,CRTM,1,CIRCULAR 1,,3,https://www.crtm.es/9__1__106_.aspx,E60003,FFFFFF
9__1__040_,CRTM,1,CIRCULAR DE CIEMPOZUELOS,,3,https://www.crtm.es/9__1__040_.aspx,E60003,FFFFFF
9__1__113_,CRTM,1,CIRCULAR PINTO,,3,https://www.crtm.es/9__1__113_.aspx,E60003,FFFFFF
9__1__132_,CRTM,1,CIRCULAR SAN MARTIN DE LA VEGA,,3,https://www.crtm.es/9__1__132_.aspx,E60003,FFFFFF
9__1__013_,CRTM,1,EST. ARANJUEZ - LA ARBOLEDA DE LA REINA,,3,https://www.crtm.es/9__1__013_.aspx,E60003,FFFFFF
9__1__045_,CRTM,1,EST. COMENAR VIEJO - LAS ADELFILLAS,,3,https://www.crtm.es/9__1__045_.aspx,E60003,FFFFFF
9__1__903_,CRTM,1,FFCC-AVENIDA VIÑUELAS-AVENIDA COLMENAR-FFCC,,3,https://www.crtm.es/9__1__903_.aspx,E60003,FFFFFF
9__1__047_,CRTM,1,FFCC-PQUE. CORUÑA-LOS VALLES-PUEBLO-URBANIZACIONES,,3,https://www.crtm.es/9__1__047_.aspx,E60003,FFFFFF
9__1__152_,CRTM,1,FFCC-PUEBLO-ÁREA HOMOGÉNEA SUR,,3,https://www.crtm.es/9__1__152_.aspx,E60003,FFFFFF
9__1__038_,CRTM,1,HOSPITAL DE LA FUENFRÍA - FF.CC. - INSTITUTO,,3,https://www.crtm.es/9__1__038_.aspx,E60003,FFFFFF
9__1__096_,CRTM,1,LA DEHESA-EL PINAR,,3,https://www.crtm.es/9__1__096_.aspx,E60003,FFFFFF
9__1__092_,CRTM,1,LAS CUMBRES-ESTACIÓN FFCC,,3,https://www.crtm.es/9__1__092_.aspx,E60003,FFFFFF
9__1__127_,CRTM,1,LAS ROZAS-URBANIZACIÓN MOLINO DE LA HOZ,,3,https://www.crtm.es/9__1__127_.aspx,E60003,FFFFFF
9__1__091_,CRTM,1,MORATA DE TAJUÑA-ISLA TARAY,,3,https://www.crtm.es/9__1__091_.aspx,E60003,FFFFFF
9__1__022_,CRTM,1,PASEO DE MADRID-OLIVAR-PARQUE-LAS LOMAS,,3,https://www.crtm.es/9__1__022_.aspx,E60003,FFFFFF
9__1__130_,CRTM,1,POL. INDUSTRIAL-C.C. SAN FERNANDO,,3,https://www.crtm.es/9__1__130_.aspx,E60003,FFFFFF
9__1__115_,CRTM,1,POZUELO DE ALARCÓN-URB. LA CABAÑA,,3,https://www.crtm.es/9__1__115_.aspx,E60003,FFFFFF
9__1__007_,CRTM,1,PUERTA DEL SUR - FUENTE CISNEROS,,3,https://www.crtm.es/9__1__007_.aspx,E60003,FFFFFF
9__1__014_,CRTM,1,RESIDENCIA-LA POVEDA,,3,https://www.crtm.es/9__1__014_.aspx,E60003,FFFFFF
9__1__131_,CRTM,1,S. L. DE EL ESCORIAL-FFCC-S. L. DE EL ESCORIAL,,3,https://www.crtm.es/9__1__131_.aspx,E60003,FFFFFF
9__1__065_,CRTM,1,SECTOR III-AMBULATORIO,,3,https://www.crtm.es/9__1__065_.aspx,E60003,FFFFFF
9__1__074_,CRTM,1,VEREDA DE LOS ESTUDIANTES-LA FORTUNA,,3,https://www.crtm.es/9__1__074_.aspx,E60003,FFFFFF
9__1__015_,CRTM,1,ZARZALEJO - EL RELLANO,,3,https://www.crtm.es/9__1__015_.aspx,E60003,FFFFFF
9__2__006_,CRTM,2,ALCOBENDAS-LA MORALEJA,,3,https://www.crtm.es/9__2__006_.aspx,E60003,FFFFFF
9__2__065_,CRTM,2,ARROYO CULEBRO - AMBULATORIO,,3,https://www.crtm.es/9__2__065_.aspx,E60003,FFFFFF
9__2__049_,CRTM,2,BARRIO DE LA ESTACIÓN-CENTRO DE TRANSPORTES,,3,https://www.crtm.es/9__2__049_.aspx,E60003,FFFFFF
9__2__080_,CRTM,2,CIRCULAR (Hospital-Estación FFCC),,3,https://www.crtm.es/9__2__080_.aspx,E60003,FFFFFF
9__2__106_,CRTM,2,CIRCULAR 2,,3,https://www.crtm.es/9__2__106_.aspx,E60003,FFFFFF
9__2__115_,CRTM,2,CIRCULAR DE POZUELO DE ALARCÓN,,3,https://www.crtm.es/9__2__115_.aspx,E60003,FFFFFF
9__2__131_,CRTM,2,EL ESCORIAL-SAN LORENZO DE EL ESCORIAL-HOSPITAL-LA PIZARRA,,3,https://www.crtm.es/9__2__131_.aspx,E60003,FFFFFF
9__2__013_,CRTM,2,EST. ARANJUEZ - RESIDENCIA,,3,https://www.crtm.es/9__2__013_.aspx,E60003,FFFFFF
9__2__045_,CRTM,2,EST. COLMENAR VIEJO - AV. REMEDIOS,,3,https://www.crtm.es/9__2__045_.aspx,E60003,FFFFFF
9__2__161_,CRTM,2,ESTACIÓN FFCC-EL RESTÓN,,3,https://www.crtm.es/9__2__161_.aspx,E60003,FFFFFF
9__2__022_,CRTM,2,FERIAL DE BOADILLA-VALDEPASTORES-LAS LOMAS,,3,https://www.crtm.es/9__2__022_.aspx,E60003,FFFFFF
9__2__903_,CRTM,2,FFCC-AVENIDA COLMENAR-AVENIDA VIÑUELAS-FFCC,,3,https://www.crtm.es/9__2__903_.aspx,E60003,FFFFFF
9__2__152_,CRTM,2,FFCC-AVENIDA DEHESA-LOS ROBLES,,3,https://www.crtm.es/9__2__152_.aspx,E60003,FFFFFF
9__2__047_,CRTM,2,FFCC-PQUE. CORUÑA-CENTRO SALUD-LOS NEGRALES-FFCC,,3,https://www.crtm.es/9__2__047_.aspx,E60003,FFFFFF
9__2__014_,CRTM,2,LA POVEDA-SIETE VIENTOS-HOSPITAL,,3,https://www.crtm.es/9__2__014_.aspx,E60003,FFFFFF
9__2__127_,CRTM,2,LAS ROZAS - MONTE ROZAS - EL ENCINAR,,3,https://www.crtm.es/9__2__127_.aspx,E60003,FFFFFF
9__2__092_,CRTM,2,MÓSTOLES (Pradillo)-CEMENTERIO,,3,https://www.crtm.es/9__2__092_.aspx,E60003,FFFFFF
